Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturón, Usa casco, Día de la semana, Sexo, Hora, Departamento, Localidad, Tipo de Vehiculo, fixed, X, Y 
28/1/2020,, 29, CONDUCTOR, CAMINO CARRASCO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 23, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 582535, 6140740 
28/1/2020,, 34, CONDUCTOR, CAMINO CARRASCO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 23, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 582535, 6140740 
29/1/2020,, 42, PASAJERO, CLAUDIO WILLIMAN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 0, LAVALLEJA, MINAS, AUTO, 1, 661755, 6194820 
29/1/2020,, 19, CONDUCTOR, CLAUDIO WILLIMAN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 0, LAVALLEJA, MINAS, AUTO, 1, 661755, 6194820 
29/1/2020,, 27, CONDUCTOR, CLAUDIO WILLIMAN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 0, LAVALLEJA, MINAS, AUTO, 1, 661755, 6194820 
29/1/2020,, SIN DATOS, CONDUCTOR, NORUEGA, SUBURBANA , ILESO, DESPISTE, SIN DATOS, SIN DATOS, MIÉRCOLES, SIN DATOS, 1, CANELONES, SIN DATOS, AUTO, 1, 572605, 6160680 
29/1/2020,, 29, CONDUCTOR, DOCTOR LORENZO CARNELLI, URBANA    , HERIDO LEVE, DESPISTE, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 0, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 574905, 6136160 
29/1/2020,, 33, PASAJERO, RAMBLA EUSKALERRIA, URBANA    , HERIDO LEVE, DESPISTE, NO USA CINTURÓN, SIN DATOS, MIÉRCOLES, FEMENINO, 5, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 580405, 6139445 
29/1/2020,, 38, CONDUCTOR, RAMBLA EUSKALERRIA, URBANA    , ILESO, DESPISTE, NO USA CINTURÓN, SIN DATOS, MIÉRCOLES, FEMENINO, 5, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 580405, 6139445 
29/1/2020,, 26, CONDUCTOR, MARIA CUTTINELA DE SALERNO, URBANA    , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 2, COLONIA, COLONIA DEL SACRAMENTO, AUTO, 1, 427050, 6188510 
29/1/2020,, 20, CONDUCTOR, GENERAL JOSE G. ARTIGAS ESQ. PRESIDENTE KENNEDY, SIN DATOS, FALLECIDO EN CENTRO DE ASISTENCIA, CAÍDA, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 7, RIVERA, VICHADERO, MOTO, 1, 718525, 6481725 
29/1/2020,, 15, PASAJERO, CHARRUAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 7, PAYSANDU, PAYSANDU, MOTO, 1, 399225, 6424025 
29/1/2020,, 24, CONDUCTOR, CHARRUAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 7, PAYSANDU, PAYSANDU, MOTO, 1, 399225, 6424025 
29/1/2020,, 82, CONDUCTOR, CHARRUAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 7, PAYSANDU, PAYSANDU, MOTO, 1, 399225, 6424025 
29/1/2020,, 30, CONDUCTOR, INGENIERO ALVARO CORREA MORENO, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 4, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 586280, 6140635 
29/1/2020,, 29, CONDUCTOR, AVENIDA GENERAL FLORES, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 8, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 576580, 6142770 
29/1/2020,, 20, PASAJERO, NO SE INGRESO, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 5, CANELONES, SIN DATOS, AUTO, 1, 618410, 6191590 
29/1/2020,, 28, PASAJERO, NO SE INGRESO, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 5, CANELONES, SIN DATOS, AUTO, 1, 618410, 6191590 
29/1/2020,, 28, CONDUCTOR, NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 5, CANELONES, SIN DATOS, AUTO, 1, 618410, 6191590 
29/1/2020,, 33, CONDUCTOR, NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 5, CANELONES, SIN DATOS, AUTO, 1, 618410, 6191590 
29/1/2020,, 39, PASAJERO, NO SE INGRESO, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 5, CANELONES, SIN DATOS, AUTO, 1, 618410, 6191590 
29/1/2020,, 42, PASAJERO, NO SE INGRESO, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 5, CANELONES, SIN DATOS, AUTO, 1, 618410, 6191590 
29/1/2020,, 37, CONDUCTOR, AVENIDA ITALIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 584225, 6139760 
29/1/2020,, 42, CONDUCTOR, AVENIDA ITALIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 584225, 6139760 
29/1/2020,, 62, CONDUCTOR, AVENIDA ITALIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 584225, 6139760 
29/1/2020,, 43, CONDUCTOR, C. CATALOGNE, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 9, TACUAREMBO, TACUAREMBO, MOTO, 1, 596650, 6489865 
29/1/2020,, 22, CONDUCTOR, C. CATALOGNE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 9, TACUAREMBO, TACUAREMBO, MOTO, 1, 596650, 6489865 
29/1/2020,, 20, CONDUCTOR, AVENIDA AGRACIADA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MIÉRCOLES, FEMENINO, 9, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 571390, 6142520 
29/1/2020,, 23, CONDUCTOR, AVENIDA AGRACIADA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 571390, 6142520 
29/1/2020,, 42, PASAJERO, AVENIDA AGRACIADA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 571390, 6142520 
29/1/2020,, 0, PASAJERO, AVENIDA AGRACIADA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 571390, 6142520 
29/1/2020,, 27, CONDUCTOR, AVENIDA AGRACIADA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573620, 6139620 
29/1/2020,, 36, CONDUCTOR, AVENIDA AGRACIADA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 573620, 6139620 
29/1/2020,, 22, PASAJERO, NO SE INGRESO, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 7, CANELONES, CANELONES, MOTO, 1, 565945, 6182025 
29/1/2020,, 33, CONDUCTOR, NO SE INGRESO, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 7, CANELONES, CANELONES, SIN DATOS, 1, 565945, 6182025 
29/1/2020,, 62, CONDUCTOR, NO SE INGRESO, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 7, CANELONES, CANELONES, MOTO, 1, 565945, 6182025 
29/1/2020,, 36, CONDUCTOR, JOSE ENRIQUE RODO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, SORIANO, MERCEDES, AUTO, 1, 404615, 6320590 
29/1/2020,, 56, CONDUCTOR, JOSE ENRIQUE RODO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, SORIANO, MERCEDES, AUTO, 1, 404615, 6320590 
29/1/2020,, 27, CONDUCTOR, TREINTA Y TRES ORIENTALES, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 10, RIVERA, RIVERA, MOTO, 1, 639725, 6581055 
29/1/2020,, 37, CONDUCTOR, P. MONTAGNE, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 9, SAN JOSE, SAN JOSE DE MAYO, MOTO, 1, 525835, 6199985 
29/1/2020,, 25, CONDUCTOR, CAMINO AL PASO DEL ANDALUZ, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 11, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 579820, 6148940 
29/1/2020,, 27, CONDUCTOR, CAMINO AL PASO DEL ANDALUZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 11, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 579820, 6148940 
29/1/2020,, 34, CONDUCTOR, PINTA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 568920, 6149150 
29/1/2020,, 48, CONDUCTOR, PINTA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 568920, 6149150 
14/2/2020,, 21, CONDUCTOR, ZORRILLA DE SAN MARTIN, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 10, PAYSANDU, PAYSANDU, AUTO, 1, 398195, 6423755 
29/1/2020,, 71, CONDUCTOR, AVENIDA GENERAL EUGENIO GARZON ESQ. TOMAS TEXERA, SIN DATOS, FALLECIDO EN CENTRO DE ASISTENCIA, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 571145, 6144235 
29/1/2020,, 56, CONDUCTOR, NO SE INGRESO, SUBURBANA , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 8, CANELONES, SIN DATOS, MOTO, 1, 591355, 6149840 
29/1/2020,, 40, CONDUCTOR, TENIENTES DE ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 11, TREINTA Y TRES, TREINTA Y TRES, AUTO, 1, 742675, 6319965 
29/1/2020,, 73, CONDUCTOR, TENIENTES DE ARTIGAS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 11, TREINTA Y TRES, TREINTA Y TRES, BICICLETA, 1, 742675, 6319965 
29/1/2020,, 29, CONDUCTOR, DOCTOR TRISTAN NARVAJA, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 10, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575115, 6137575 
29/1/2020,, 54, PEATÓN, DOCTOR TRISTAN NARVAJA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 10, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 575115, 6137575 
29/1/2020,, 65, CONDUCTOR, AVENIDA CENTENARIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 11, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577320, 6139080 
29/1/2020,, 51, CONDUCTOR, AVENIDA CENTENARIO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 11, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 577320, 6139080 
29/1/2020,, 66, PASAJERO, OSIMANI Y LERENA, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 9, SALTO, SALTO, MOTO, 1, 408625, 6527965 
29/1/2020,, 75, CONDUCTOR, OSIMANI Y LERENA, URBANA    , ILESO, CAÍDA, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 9, SALTO, SALTO, MOTO, 1, 408625, 6527965 
29/1/2020,, 18, CONDUCTOR, GENERAL FRUCTUOSO RIVERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 10, SALTO, SALTO, MOTO, 1, 408580, 6526725 
29/1/2020,, 33, CONDUCTOR, GENERAL FRUCTUOSO RIVERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, SALTO, SALTO, AUTO, 1, 408580, 6526725 
29/1/2020,, 76, CONDUCTOR, ROTONDA RUTA 10 Y 15, SUBURBANA , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 9, ROCHA, SIN DATOS, MOTO, 1, 759215, 6164855 
29/1/2020,, 53, PEATÓN, RIVERA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 10, CANELONES, SANTA LUCIA, SIN DATOS, 1, 556070, 6187220 
29/1/2020,, 26, CONDUCTOR, RIVERA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 10, CANELONES, SANTA LUCIA, MOTO, 1, 556070, 6187220 
29/1/2020,, 42, CONDUCTOR, JACINTO MARIA ALVARIZA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, MALDONADO, SAN CARLOS, AUTO, 1, 690215, 6148210 
29/1/2020,, 72, CONDUCTOR, JACINTO MARIA ALVARIZA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 10, MALDONADO, SAN CARLOS, MOTO, 1, 690215, 6148210 
28/1/2020,, 18, CONDUCTOR, BARRANCO BALENARIO LOS TITANES, SUBURBANA , ILESO, CAÍDA, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 18, CANELONES, LA TUNA, AUTO, 1, 631560, 6150065 
29/1/2020,, 43, CONDUCTOR, AV. WILSON FERREIRA ALDUNATE, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 13, PAYSANDU, PAYSANDU, BICICLETA, 1, 400275, 6424680 
29/1/2020,, 44, CONDUCTOR, GUAYABOS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 12, PAYSANDU, PAYSANDU, MOTO, 1, 398855, 6424720 
29/1/2020,, 72, CONDUCTOR, GUAYABOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 12, PAYSANDU, PAYSANDU, AUTO, 1, 398855, 6424720 
29/1/2020,, 42, CONDUCTOR, DOCTOR ANTONIO LEGNANI, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 12, CANELONES, SANTA LUCIA, MOTO, 1, 555600, 6187825 
29/1/2020,, 27, PASAJERO, LONDRES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 12, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577795, 6142510 
29/1/2020,, 36, CONDUCTOR, LONDRES, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 577795, 6142510 
29/1/2020,, 40, CONDUCTOR, LONDRES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577795, 6142510 
29/1/2020,, 27, CONDUCTOR, VILARDEBO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 13, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574425, 6140365 
29/1/2020,, 70, CONDUCTOR, VILARDEBO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 13, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 574425, 6140365 
29/1/2020,, 59, CONDUCTOR,  AVENIDA DEL LAGO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 11, CANELONES, PASO CARRASCO, AUTO, 1, 586640, 6141985 
29/1/2020,, 68, CONDUCTOR,  AVENIDA DEL LAGO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 11, CANELONES, PASO CARRASCO, MOTO, 1, 586640, 6141985 
29/1/2020,, 48, CONDUCTOR, RUTA 2 KM 284.000, SIN DATOS, FALLECIDO EN EL LUGAR, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 14, RIO NEGRO, SIN DATOS, AUTO, 1, 402685, 6324505 
29/1/2020,, SIN DATOS, CONDUCTOR, NO SE INGRESO, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 14, RIO NEGRO, SIN DATOS, CAMION, 1, 402685, 6324505 
29/1/2020,, SIN DATOS, PASAJERO, NO SE INGRESO, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 14, RIO NEGRO, SIN DATOS, AUTO, 1, 402685, 6324505 
29/1/2020,, 36, CONDUCTOR, NO SE INGRESO, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 14, RIO NEGRO, SIN DATOS, CAMION, 1, 402685, 6324505 
29/1/2020,, 43, CONDUCTOR, NO SE INGRESO, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 14, RIO NEGRO, SIN DATOS, CAMION, 1, 402685, 6324505 
29/1/2020,, 58, CONDUCTOR, NO SE INGRESO, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 14, RIO NEGRO, SIN DATOS, AUTO, 1, 402685, 6324505 
29/1/2020,, SIN DATOS, CONDUCTOR, SARANDI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 14, MALDONADO, MALDONADO, MOTO, 1, 686590, 6135630 
29/1/2020,, 60, CONDUCTOR, SARANDI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 14, MALDONADO, MALDONADO, AUTO, 1, 686590, 6135630 
29/1/2020,, 36, CONDUCTOR, NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 15, ROCHA, CAPACHO, AUTO, 1, 821395, 6243850 
29/1/2020,, 50, CONDUCTOR, NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 15, ROCHA, CAPACHO, AUTO, 1, 821395, 6243850 
29/1/2020,, 31, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 574350, 6139730 
29/1/2020,, 60, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 574350, 6139730 
29/1/2020,, SIN DATOS, PASAJERO, BOULEVARD JOSE BATLLE Y ORDOÑEZ, URBANA    , HERIDO LEVE, CAÍDA, NO USA CINTURÓN, SIN DATOS, MIÉRCOLES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 576215, 6141585 
29/1/2020,, 31, PASAJERO, BOULEVARD JOSE BATLLE Y ORDOÑEZ, URBANA    , HERIDO GRAVE, CAÍDA, NO USA CINTURÓN, SIN DATOS, MIÉRCOLES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 576215, 6141585 
29/1/2020,, 34, PASAJERO, BOULEVARD JOSE BATLLE Y ORDOÑEZ, URBANA    , ILESO, CAÍDA, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 576215, 6141585 
29/1/2020,, 50, PASAJERO, BOULEVARD JOSE BATLLE Y ORDOÑEZ, URBANA    , HERIDO LEVE, CAÍDA, NO USA CINTURÓN, SIN DATOS, MIÉRCOLES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 576215, 6141585 
29/1/2020,, 54, CONDUCTOR, BOULEVARD JOSE BATLLE Y ORDOÑEZ, URBANA    , ILESO, CAÍDA, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 576215, 6141585 
29/1/2020,, 61, PASAJERO, BOULEVARD JOSE BATLLE Y ORDOÑEZ, URBANA    , ILESO, CAÍDA, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 576215, 6141585 
29/1/2020,, 9, PASAJERO, RAMBLA COSTANERA ESQUINA LUZ DEL SOL, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 8, CANELONES, SHANGRILA, AUTO, 1, 592710, 6142735 
29/1/2020,, 30, PASAJERO, RAMBLA COSTANERA ESQUINA LUZ DEL SOL, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 8, CANELONES, SHANGRILA, AUTO, 1, 592710, 6142735 
29/1/2020,, 37, CONDUCTOR, RAMBLA COSTANERA ESQUINA LUZ DEL SOL, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 8, CANELONES, SHANGRILA, AUTO, 1, 592710, 6142735 
29/1/2020,, 60, PASAJERO, RAMBLA COSTANERA ESQUINA LUZ DEL SOL, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 8, CANELONES, SHANGRILA, AUTO, 1, 592710, 6142735 
29/1/2020,, 33, CONDUCTOR, RAMBLA COSTANERA ESQUINA LUZ DEL SOL, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 8, CANELONES, SHANGRILA, AUTO, 1, 592710, 6142735 
29/1/2020,, 57, CONDUCTOR, RAMBLA COSTANERA ESQUINA LUZ DEL SOL, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 8, CANELONES, SHANGRILA, AUTO, 1, 592710, 6142735 
29/1/2020,, 88, CONDUCTOR, CALLE 11, SUBURBANA , HERIDO LEVE, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 13, CANELONES, PARQUE DEL PLATA, AUTO, 1, 616950, 6152755 
29/1/2020,, 10, PASAJERO, AGUSTIN TORRES MEDEIROS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 16, TACUAREMBO, TACUAREMBO, MOTO, 1, 594710, 6488630 
